"","From","FromAnno","To","ToAnno","Jaccard","Cor"
"6306","hsa:26063","DECR2, PDCR, SDR17C1; 2,4-dienoyl CoA reductase 2, peroxisomal (EC:1.3.1.34); K13237 peroxisomal 2,4-dienoyl-CoA reductase [EC:1.3.1.34] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.79","0.3"
"6307","hsa:121214","SDR9C7, RDHS, SDR-O, SDRO; short chain dehydrogenase/reductase family 9C, member 7 (EC:1.1.1.-) (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6308","hsa:3248","HPGD, 15-PGDH, PGDH, PGDH1, PHOAR1, SDR36C1; hydroxyprostaglandin dehydrogenase 15-(NAD) (EC:1.1.1.141); K00069 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6309","hsa:1666","DECR1, DECR, NADPH, SDR18C1; 2,4-dienoyl CoA reductase 1, mitochondrial (EC:1.3.1.34); K13236 2,4-dienoyl-CoA reductase, mitochondrial [EC:1.3.1.34] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6310","hsa:3308","HSPA4, APG-2, HS24/P52, HSPH2, RY, hsp70, hsp70RY; heat shock 70kDa protein 4; K09489 heat shock 70kDa protein 4 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6311","hsa:10808","HSPH1, HSP105, HSP105A, HSP105B, NY-CO-25; heat shock 105kDa/110kDa protein 1; K09485 heat shock protein 110kDa (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6312","hsa:260425","MAGI3, MAGI-3, RP4-730K3.1, dJ730K3.2; membrane associated guanylate kinase, WW and PDZ domain containing 3; K06112 membrane-associated guanylate kinase-related (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.44"
"6313","hsa:255220","TXNDC8, SPTRX-3, TRX6, bA427L11.2; thioredoxin domain containing 8 (spermatozoa) (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6314","hsa:32","ACACB, ACC2, ACCB, HACC275; acetyl-CoA carboxylase beta (EC:6.4.1.2 6.3.4.14); K11262 acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2 6.3.4.14] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6315","hsa:2766","GMPR, GMPR1; guanosine monophosphate reductase (EC:1.7.1.7); K00364 GMP reductase [EC:1.7.1.7] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.33"
"6316","hsa:3304","HSPA1B, HSP70-1B, HSP70-2; heat shock 70kDa protein 1B; K03283 heat shock 70kDa protein 1/8 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6317","hsa:128387","TATDN3; TatD DNase domain containing 3; K03424 TatD DNase family protein [EC:3.1.21.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.3"
"6318","hsa:207063","DHRSX, CXorf11, DHRS5X, DHRS5Y, DHRSXY, DHRSY, SDR46C1; dehydrogenase/reductase (SDR family) X-linked; K11170 dehydrogenase/reductase SDR family member X [EC:1.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6319","hsa:3294","HSD17B2, EDH17B2, HSD17, SDR9C2; hydroxysteroid (17-beta) dehydrogenase 2 (EC:1.1.1.62 1.1.1.239); K13368 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6320","hsa:100507855","GTP:AMP phosphotransferase AK4, mitochondrial-like; K00939 adenylate kinase [EC:2.7.4.3] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6321","hsa:205","AK4, AK_4, AK3, AK3L1, AK3L2; adenylate kinase 4 (EC:2.7.4.10 2.7.4.6); K00939 adenylate kinase [EC:2.7.4.3] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6322","hsa:112724","RDH13, SDR7C3; retinol dehydrogenase 13 (all-trans/9-cis) (EC:1.1.1.-); K11161 retinol dehydrogenase 13 [EC:1.1.1.300] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6323","hsa:26289","AK5, AK6; adenylate kinase 5 (EC:2.7.4.3 2.7.4.6); K00939 adenylate kinase [EC:2.7.4.3] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6324","hsa:3303","HSPA1A, HSP70-1, HSP70-1A, HSP70I, HSP72, HSPA1; heat shock 70kDa protein 1A; K03283 heat shock 70kDa protein 1/8 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6325","hsa:23234","DNAJC9, HDJC9, JDD1, SB73; DnaJ (Hsp40) homolog, subfamily C, member 9; K09529 DnaJ homolog subfamily C member 9 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.29"
"6326","hsa:345275","HSD17B13, NIIL497, SCDR9, SDR16C3; hydroxysteroid (17-beta) dehydrogenase 13 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6327","hsa:157506","RDH10, SDR16C4; retinol dehydrogenase 10 (all-trans) (EC:1.1.1.300); K11151 retinol dehydrogenase 10 [EC:1.1.1.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6328","hsa:27429","HTRA2, OMI, PARK13, PRSS25; HtrA serine peptidase 2 (EC:3.4.21.108); K08669 HtrA serine peptidase 2 [EC:3.4.21.108] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.37"
"6329","hsa:2531","KDSR, DHSR, FVT1, SDR35C1; 3-ketodihydrosphingosine reductase (EC:1.1.1.102); K04708 3-dehydrosphinganine reductase [EC:1.1.1.102] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6330","hsa:50700","RDH8, PRRDH, SDR28C2; retinol dehydrogenase 8 (all-trans) (EC:1.1.1.300); K11150 retinol dehydrogenase 8 [EC:1.1.1.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6331","hsa:195814","SDR16C5, RDH#2, RDH-E2, RDHE2; short chain dehydrogenase/reductase family 16C, member 5 (EC:1.1.1.105); K15734 all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6332","hsa:31","ACACA, ACAC, ACACAD, ACC, ACC1, ACCA; acetyl-CoA carboxylase alpha (EC:6.4.1.2 6.3.4.14); K11262 acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2 6.3.4.14] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6333","hsa:115817","DHRS1, SDR19C1; dehydrogenase/reductase (SDR family) member 1; K11163 dehydrogenase/reductase SDR family member 1 [EC:1.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6334","hsa:145226","RDH12, LCA13, LCA3, RP53, SDR7C2; retinol dehydrogenase 12 (all-trans/9-cis/11-cis) (EC:1.1.1.-); K11153 retinol dehydrogenase 12 [EC:1.1.1.300] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6335","hsa:25828","TXN2, MT-TRX, MTRX, TRX2; thioredoxin 2; K03671 thioredoxin 1 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6336","hsa:10202","DHRS2, HEP27, SDR25C1; dehydrogenase/reductase (SDR family) member 2; K11164 dehydrogenase/reductase SDR family member 2 [EC:1.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6337","hsa:10130","PDIA6, ERP5, P5, TXNDC7; protein disulfide isomerase family A, member 6 (EC:5.3.4.1); K09584 protein disulfide-isomerase A6 [EC:5.3.4.1] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6338","hsa:414061","DNAJB3, HCG3; DnaJ (Hsp40) homolog, subfamily B, member 3; K09509 DnaJ homolog subfamily B member 3 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6339","hsa:3028","HSD17B10, 17b-HSD10, ABAD, CAMR, DUPXp11.22, ERAB, HADH2, HCD2, MHBD, MRPP2, MRX17, MRX31, MRXS10, SCHAD, SDR5C1; hydroxysteroid (17-beta) dehydrogenase 10 (EC:1.1.1.35 1.1.1.178 1.1.1.51); K08683 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6340","hsa:10170","DHRS9, 3ALPHA-HSD, RDH-TBE, RDH15, RDHL, RDHTBE, RETSDR8, SDR9C4; dehydrogenase/reductase (SDR family) member 9; K11149 dehydrogenase/reductase SDR family member 9 [EC:1.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6341","hsa:51170","HSD17B11, 17BHSD11, DHRS8, PAN1B, RETSDR2, SDR16C2; hydroxysteroid (17-beta) dehydrogenase 11 (EC:1.1.1.62) (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6342","hsa:51805","COQ3, DHHBMT, DHHBMTASE, UG0215E05, bA9819.1; coenzyme Q3 methyltransferase (EC:2.1.1.114 2.1.1.64 2.1.1.222); K00591 hexaprenyldihydroxybenzoate methyltransferase [EC:2.1.1.114] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.34"
"6343","hsa:3295","HSD17B4, DBP, MFE-2, MPF-2, PRLTS1, SDR8C1; hydroxysteroid (17-beta) dehydrogenase 4 (EC:4.2.1.107 4.2.1.119 1.1.1.n12); K12405 3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase [EC:1.1.1.35 4.2.1.107] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6344","hsa:5095","PCCA; propionyl CoA carboxylase, alpha polypeptide (EC:6.4.1.3); K01965 propionyl-CoA carboxylase alpha chain [EC:6.4.1.3] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.26"
"6345","hsa:3094","HINT1, HINT, NMAN, PKCI-1, PRKCNH1; histidine triad nucleotide binding protein 1; K02503 histidine triad (HIT) family protein (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6346","hsa:126789","PUSL1; pseudouridylate synthase-like 1 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6347","hsa:158","ADSL, AMPS, ASASE, ASL; adenylosuccinate lyase (EC:4.3.2.2); K01756 adenylosuccinate lyase [EC:4.3.2.2] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6348","hsa:51081","MRPS7, MRP-S, MRP-S7, RP-S7, RPMS7, S7mt, bMRP27a; mitochondrial ribosomal protein S7; K02992 small subunit ribosomal protein S7 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.38"
"6349","hsa:23341","DNAJC16; DnaJ (Hsp40) homolog, subfamily C, member 16; K09536 DnaJ homolog subfamily C member 16 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6350","hsa:201140","DHRS7C, SDR32C2; dehydrogenase/reductase (SDR family) member 7C (EC:1.1.-.-); K11167 dehydrogenase/reductase SDR family member 7C [EC:1.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.26"
"6351","hsa:51635","DHRS7, SDR34C1, retDSR4, retSDR4; dehydrogenase/reductase (SDR family) member 7; K11165 dehydrogenase/reductase SDR family member 7 [EC:1.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.26"
"6352","hsa:10954","PDIA5, PDIR; protein disulfide isomerase family A, member 5 (EC:5.3.4.1); K09583 protein disulfide isomerase family A, member 5 [EC:5.3.4.1] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.28"
"6353","hsa:1743","DLST, DLTS; dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) (EC:2.3.1.61); K00658 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.4"
"6354","hsa:51727","CMPK1, CK, CMK, CMPK, UMK, UMP-CMPK, UMPK; cytidine monophosphate (UMP-CMP) kinase 1, cytosolic (EC:2.7.4.6 2.7.4.14); K13800 UMP-CMP kinase [EC:2.7.4.- 2.7.4.14] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.31"
"6355","hsa:134266","GRPEL2, Mt-GrpE#2; GrpE-like 2, mitochondrial (E. coli); K03687 molecular chaperone GrpE (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.32"
"6356","hsa:3291","HSD11B2, AME, AME1, HSD11K, HSD2, SDR9C3; hydroxysteroid (11-beta) dehydrogenase 2 (EC:1.1.1.146); K00071 corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6357","hsa:51109","RDH11, ARSDR1, CGI82, HCBP12, MDT1, PSDR1, RALR1, SCALD, SDR7C1; retinol dehydrogenase 11 (all-trans/9-cis/11-cis) (EC:1.1.1.300); K11152 retinol dehydrogenase 11 [EC:1.1.1.300] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.27"
"6358","hsa:2923","PDIA3, ER60, ERp57, ERp60, ERp61, GRP57, GRP58, HsT17083, P58, PI-PLC; protein disulfide isomerase family A, member 3 (EC:5.3.4.1); K08056 protein disulfide isomerase family A, member 3 [EC:5.3.4.1] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.26"
"6359","hsa:3292","HSD17B1, EDH17B2, EDHB17, HSD17, SDR28C1; hydroxysteroid (17-beta) dehydrogenase 1 (EC:1.1.1.62); K00044 17beta-estradiol 17-dehydrogenase [EC:1.1.1.62] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.26"
"6360","hsa:2618","GART, AIRS, GARS, GARTF, PAIS, PGFT, PRGS; phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (EC:2.1.2.2 6.3.3.1 6.3.4.13); K11787 phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.78","0.26"
